"","pred_y","test_y"
"1",72.9465789794922,0
"2",59.531307220459,0
"3",66.7818756103516,0
"4",69.9031219482422,0
"5",66.4223556518555,0
"6",63.6214752197266,0
"7",64.4511413574219,0
"8",76.5852890014648,0
"9",61.0180320739746,0
"10",60.4088554382324,0
"11",81.2199020385742,0
"12",65.3529434204102,0
"13",73.1144409179688,0
"14",63.1651077270508,0
"15",59.0474319458008,0
"16",81.4226913452148,0
"17",75.5606918334961,0
"18",67.3071746826172,0
"19",54.0081443786621,0
"20",68.4798431396484,0
"21",71.2816772460938,0
"22",56.1720085144043,0
"23",53.9218902587891,0
"24",51.1839065551758,0
"25",52.7222175598145,0
"26",58.254467010498,0
"27",58.9427337646484,0
"28",56.9401512145996,0
"29",52.8879852294922,0
"30",52.9657859802246,0
"31",50.0538940429688,0
"32",56.9828681945801,0
"33",56.7773170471191,0
"34",48.264518737793,0
"35",48.2568626403809,0
"36",49.4296340942383,0
"37",49.4828033447266,0
"38",48.0821838378906,0
"39",59.3662376403809,0
"40",55.9607200622559,0
"41",49.4296340942383,0
"42",59.2931175231934,0
"43",47.4368171691895,0
"44",47.4368171691895,0
"45",48.3794059753418,0
"46",44.993839263916,0
"47",51.4483757019043,0
"48",52.7646255493164,0
"49",43.8210678100586,0
"50",41.816104888916,0
"51",45.906795501709,0
"52",46.264045715332,0
"53",50.0805168151855,0
"54",55.1844635009766,0
"55",56.4167709350586,0
"56",43.2537651062012,0
"57",48.1255073547363,0
"58",46.264045715332,0
"59",44.232349395752,0
"60",51.5079116821289,0
"61",48.1255073547363,0
"62",46.264045715332,0
"63",43.2537651062012,0
"64",55.1844635009766,0
"65",42.1546592712402,0
"66",43.2537651062012,0
"67",48.6687316894531,0
"68",50.2756042480469,0
"69",47.3640174865723,0
"70",45.1373176574707,0
"71",46.1562385559082,0
"72",43.2537651062012,0
"73",44.349292755127,0
"74",43.1926612854004,0
"75",27.9949703216553,0
"76",45.1373176574707,0
"77",38.982723236084,0
"78",48.545482635498,0
"79",23.3895473480225,0
"80",43.8210678100586,0
"81",41.55859375,0
"82",38.982723236084,0
"83",47.5168380737305,0
"84",32.5570907592773,0
"85",49.6396865844727,0
"86",47.8317260742188,0
"87",27.914342880249,0
"88",47.5168380737305,0
"89",22.240852355957,0
"90",48.1255073547363,0
"91",44.1939697265625,0
"92",40.0185546875,0
"93",41.0083427429199,0
"94",28.5250835418701,0
"95",33.5468788146973,0
"96",42.4987983703613,0
"97",39.9308967590332,0
"98",17.3776531219482,0
"99",19.1259918212891,0
"100",19.3662948608398,0
"101",36.4186477661133,0
"102",19.9488334655762,0
"103",29.7218017578125,0
"104",36.4972152709961,0
"105",17.1540718078613,0
"106",34.7909507751465,0
"107",34.7909507751465,0
"108",19.9488334655762,0
"109",19.9488334655762,0
"110",29.7218017578125,0
"111",29.5861740112305,0
"112",29.4950942993164,0
"113",16.3955192565918,0
"114",31.9192562103271,0
"115",26.9012107849121,0
"116",11.4147148132324,0
"117",26.6929054260254,0
